MW,LogP,HBA,HBD,TPSA,RotBonds,AromaticRings,HeavyAtoms,QED,compound_id,smiles,affinity_kcal_mol,Lipinski_Violations,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Solubility_AqSolDB,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,affinity_score,lipinski_score,composite_score,final_rank
487.43,4.79,6,1,103.26,7,4,35,0.402,CHEMBL7029,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,-9.3,0,0.70763856,0.81424034,0.30651292,0.69259393,0.33432898,0.76385725,0.117435135,0.0323301,0.76235247,0.52373487,0.5279683,-4.752883,31.95245,34.880516,-6.078519,49.03339191564148,53.81370826010545,72.79437609841828,91.56414762741653,91.14235500878735,95.88752196836556,52.23198594024605,42.1792618629174,88.7170474516696,83.47978910369069,64.39367311072057,62.741652021089635,50.298769771529,57.99648506151143,3.5852372583479792,1.0,1.0,0.8206,1
473.41,4.4,6,1,103.26,7,4,34,0.427,CHEMBL414184,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C=C/Cn2oc(=O)[nH]c2=O)c1,-9.1,0,0.6923999,0.8285805,0.29638305,0.5802156,0.34245342,0.69882137,0.118280366,0.034511257,0.74119234,0.48134294,0.5059322,-4.751983,31.546865,29.203201,-6.0312414,47.521968365553604,57.60984182776802,72.40773286467487,88.04920913884008,91.81019332161688,94.62214411247804,52.513181019332166,43.33919156414763,86.18629173989456,81.86291739894553,63.02284710017575,62.741652021089635,49.94727592267136,53.53251318101934,3.796133567662566,0.8571428571428564,1.0,0.7566714285714282,2
473.41,4.49,6,1,103.26,7,4,34,0.424,CHEMBL6748,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)c1,-9.1,0,0.7055092,0.8588789,0.359965,0.61115617,0.39315945,0.7250675,0.12875226,0.031538785,0.7354379,0.44104642,0.46975708,-4.798497,30.438223,30.341763,-5.933512,48.68189806678384,65.5536028119508,75.3602811950791,88.85764499121267,95.04393673110721,95.18453427065027,55.782073813708266,41.792618629173994,85.27240773286468,80.14059753954307,61.019332161687174,59.40246045694201,49.068541300527244,54.48154657293498,4.569420035149386,0.8571428571428564,1.0,0.7557714285714281,3
422.87,4.62,4,1,77.23,6,4,30,0.492,CHEMBL7360,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2ccc3c(Cl)cccc3c2)c1,-8.9,0,0.8172725,0.8034898,0.59775126,0.69780034,0.4107154,0.6645444,0.14443669,0.1075001,0.7072073,0.38809294,0.5152698,-4.722674,56.984962,41.795998,-6.118081,59.156414762741655,51.564147627416524,83.83128295254834,91.73989455184535,95.60632688927944,94.09490333919157,59.332161687170476,61.6871704745167,81.72231985940246,78.27768014059755,63.58523725834799,64.9560632688928,68.50615114235501,62.98769771528999,3.3743409490333924,0.7142857142857141,1.0,0.7047428571428571,4
475.42,4.32,6,1,103.26,8,4,34,0.407,CHEMBL415478,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CCCn2oc(=O)[nH]c2=O)c1,-8.8,0,0.72691476,0.7785281,0.24089138,0.7454065,0.28699288,0.7951548,0.10352595,0.039931543,0.7791754,0.6651923,0.5714883,-4.758404,36.300762,33.50432,-5.987016,50.72056239015818,46.36203866432338,68.8224956063269,92.9701230228471,85.69420035149386,96.37961335676627,48.40070298769772,45.72934973637962,90.47451669595783,87.31107205623903,66.29173989455185,62.39015817223199,54.1652021089631,56.660808435852374,4.077328646748683,0.6428571428571429,1.0,0.6435285714285714,5
474.36,4.85,4,1,77.23,6,3,33,0.519,CHEMBL7251,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,-8.7,0,0.81618965,0.7976898,0.34009233,0.6188525,0.25082976,0.57055116,0.11974512,0.03501117,0.76818603,0.5117808,0.5136388,-4.8288093,19.920649,22.834982,-5.598834,59.015817223198596,50.12302284710018,74.51669595782074,89.24428822495607,80.1054481546573,92.091388400703,53.04042179261863,43.79613356766257,89.27943760984184,83.05799648506152,63.55008787346222,57.11775043936731,37.293497363796135,47.416520210896316,7.346221441124781,0.5714285714285705,1.0,0.6414142857142853,6
338.33,2.89,5,2,87.05,3,2,24,0.898,CHEMBL7062,Nc1nc(N)c2c(n1)CCC(Cc1ccc(OC(F)(F)F)cc1)C2,-8.2,0,0.78604853,0.917414,0.22259364,0.44108996,0.22688401,0.19664285,0.26334724,0.18001874,0.69430524,0.17966597,0.7086693,-4.8629947,10.828433,16.721554,-5.0076704,55.88752196836556,85.16695957820738,67.45166959578208,82.98769771528998,75.43057996485062,75.3602811950791,74.1652021089631,70.12302284710019,79.96485061511424,66.08084358523726,72.47803163444641,55.04393673110721,26.92442882249561,40.80843585237259,14.200351493848858,0.21428571428571347,1.0,0.5765428571428568,7
498.38,4.7,4,1,77.23,5,3,35,0.409,CHEMBL414014,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCC#Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,-8.6,0,0.5933739,0.6663419,0.31108665,0.5796784,0.22425744,0.6863212,0.07536508,0.039091498,0.7356273,0.5148059,0.37634826,-4.7228374,8.541441,17.855743,-6.3104424,39.68365553602812,28.681898066783834,73.04042179261863,88.04920913884008,74.69244288224957,94.37609841827769,39.82425307557118,45.41300527240774,85.27240773286468,83.19859402460457,56.13356766256591,64.9560632688928,23.79613356766257,42.14411247803164,2.6010544815465733,0.4999999999999994,1.0,0.5726999999999998,8
485.42,4.3,6,1,103.26,5,4,35,0.423,CHEMBL266574,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(C#CC(C)n2oc(=O)[nH]c2=O)c1,-8.5,0,0.43651256,0.70027435,0.13116965,0.57356614,0.26321298,0.77703846,0.06523498,0.022729974,0.70137703,0.5564586,0.3248125,-4.671992,10.61854,10.8232765,-6.1220865,28.189806678383132,33.49736379613357,59.57820738137083,87.83831282952549,82.53075571177506,96.20386643233745,35.36028119507909,37.188049209138846,80.91388400702988,84.4639718804921,52.196836555360285,68.64674868189807,26.713532513181022,34.62214411247803,3.304042179261863,0.4285714285714282,1.0,0.5411857142857142,9
357.37,3.7,6,1,91.47,4,5,27,0.527,CHEMBL7748,Nc1nc2ccc(OCc3ccccc3)cc2c2nc(-c3ccco3)nn12,-8.4,0,0.8130442,0.87254035,0.88123065,0.56337726,0.12984784,0.3478358,0.0842814,0.114302434,0.640074,0.38952485,0.72854733,-4.9347982,50.433533,49.89657,-5.7016306,58.523725834797894,69.20913884007031,94.0597539543058,87.48681898066785,49.49033391915642,83.55008787346222,42.91739894551846,62.7768014059754,72.54833040421794,78.27768014059755,73.91915641476275,49.912126537785596,64.21792618629175,68.6115992970123,6.256590509666081,0.35714285714285704,1.0,0.5366714285714285,10
474.36,4.85,4,1,77.23,6,3,33,0.519,CHEMBL7084,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(COc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,-8.4,0,0.82137,0.8044674,0.31731576,0.5958692,0.25188425,0.56139624,0.11851611,0.030220974,0.76864326,0.5175257,0.49329168,-4.8238955,23.701832,25.810658,-5.5686426,59.648506151142364,51.880492091388405,73.42706502636204,88.40070298769773,80.24604569420036,91.73989455184535,52.5834797891037,41.195079086115996,89.34973637961336,83.2688927943761,62.35500878734623,57.50439367311073,42.425307557117755,50.4042179261863,7.557117750439368,0.35714285714285704,1.0,0.5342714285714285,11
338.33,2.89,5,2,87.05,3,2,24,0.898,CHEMBL266024,Nc1nc(N)c2c(n1)CCC(Cc1cccc(OC(F)(F)F)c1)C2,-8.0,0,0.84014225,0.92015696,0.31704906,0.47434983,0.2139358,0.19121575,0.2920094,0.23897123,0.69362533,0.20249932,0.7438992,-4.8499637,12.059675,17.68305,-5.0571065,61.26537785588753,86.01054481546574,73.42706502636204,84.11247803163445,73.00527240773287,74.97363796133568,76.30931458699473,73.77855887521969,79.85940246045695,68.01405975395431,75.04393673110721,55.71177504393673,27.94376098418278,41.93321616871705,13.532513181019333,0.07142857142857116,1.0,0.5051142857142856,12
475.61,3.91,4,2,92.5,6,3,34,0.418,CHEMBL7221,CN(C(=O)[C@H](CC#Cc1cccc(N)c1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,-8.4,0,0.78791666,0.62655723,0.40167886,0.904374,0.22660735,0.8926241,0.19206199,0.49430424,0.80485666,0.9864691,0.91998625,-4.972715,71.908676,73.148926,-5.5943995,56.20386643233744,24.88576449912127,77.29349736379613,97.11775043936731,75.3602811950791,98.06678383128296,66.95957820738138,85.02636203866433,93.49736379613357,98.59402460456943,88.68189806678384,47.6274165202109,75.64147627416521,81.72231985940246,7.381370826010546,0.35714285714285704,1.0,0.5039714285714285,13
